Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_2:Line_1_2)
5.51e+10,Capacitance,1.4772e-12
5.52e+10,Resistance,1.8141
5.52e+10,Inductance,3.73045e-09
5.52e+10,Conductance,0.00930434
5.52e+10,Capacitance,1.4772e-12
5.53e+10,Resistance,1.81575
5.53e+10,Inductance,3.73044e-09
5.53e+10,Conductance,0.00932098
5.53e+10,Capacitance,1.4772e-12
5.54e+10,Resistance,1.81742
5.54e+10,Inductance,3.73044e-09
5.54e+10,Conductance,0.0093376
5.54e+10,Capacitance,1.4772e-12
5.55e+10,Resistance,1.81903
5.55e+10,Inductance,3.73044e-09
5.55e+10,Conductance,0.00935426
5.55e+10,Capacitance,1.4772e-12
5.56e+10,Resistance,1.8207
5.56e+10,Inductance,3.73044e-09
5.56e+10,Conductance,0.00937088
5.56e+10,Capacitance,1.4772e-12
5.57e+10,Resistance,1.82235
5.57e+10,Inductance,3.73043e-09
5.57e+10,Conductance,0.00938752
5.57e+10,Capacitance,1.4772e-12
5.58e+10,Resistance,1.82396
5.58e+10,Inductance,3.73043e-09
5.58e+10,Conductance,0.00940417
5.58e+10,Capacitance,1.4772e-12
5.59e+10,Resistance,1.82552
5.59e+10,Inductance,3.73042e-09
5.59e+10,Conductance,0.00942084
5.59e+10,Capacitance,1.4772e-12
5.6e+10,Resistance,1.82718
5.6e+10,Inductance,3.73042e-09
5.6e+10,Conductance,0.00943746
5.6e+10,Capacitance,1.4772e-12
5.61e+10,Resistance,1.82889
5.61e+10,Inductance,3.73042e-09
5.61e+10,Conductance,0.00945406
5.61e+10,Capacitance,1.4772e-12
5.62e+10,Resistance,1.83045
5.62e+10,Inductance,3.73042e-09
5.62e+10,Conductance,0.00947073
5.62e+10,Capacitance,1.4772e-12
5.63e+10,Resistance,1.8321
5.63e+10,Inductance,3.73041e-09
5.63e+10,Conductance,0.00948736
5.63e+10,Capacitance,1.4772e-12
5.64e+10,Resistance,1.83379
5.64e+10,Inductance,3.73041e-09
5.64e+10,Conductance,0.00950397
5.64e+10,Capacitance,1.4772e-12
5.65e+10,Resistance,1.83539
5.65e+10,Inductance,3.73041e-09
5.65e+10,Conductance,0.00952062
5.65e+10,Capacitance,1.4772e-12
5.66e+10,Resistance,1.83703
5.66e+10,Inductance,3.7304e-09
5.66e+10,Conductance,0.00953725
5.66e+10,Capacitance,1.4772e-12
5.67e+10,Resistance,1.83859
5.67e+10,Inductance,3.7304e-09
5.67e+10,Conductance,0.00955392
5.67e+10,Capacitance,1.4772e-12
5.68e+10,Resistance,1.84025
5.68e+10,Inductance,3.7304e-09
5.68e+10,Conductance,0.00957053
5.68e+10,Capacitance,1.4772e-12
5.69e+10,Resistance,1.84182
5.69e+10,Inductance,3.73039e-09
5.69e+10,Conductance,0.0095872
5.69e+10,Capacitance,1.4772e-12
5.7e+10,Resistance,1.8434
5.7e+10,Inductance,3.73039e-09
5.7e+10,Conductance,0.00960384
5.7e+10,Capacitance,1.4772e-12
5.71e+10,Resistance,1.84512
5.71e+10,Inductance,3.73039e-09
5.71e+10,Conductance,0.00962044
5.71e+10,Capacitance,1.4772e-12
5.72e+10,Resistance,1.84671
5.72e+10,Inductance,3.73039e-09
5.72e+10,Conductance,0.00963709
5.72e+10,Capacitance,1.4772e-12
5.73e+10,Resistance,1.84828
5.73e+10,Inductance,3.73038e-09
5.73e+10,Conductance,0.00965374
5.73e+10,Capacitance,1.4772e-12
5.74e+10,Resistance,1.85001
5.74e+10,Inductance,3.73038e-09
5.74e+10,Conductance,0.00967032
5.74e+10,Capacitance,1.4772e-12
5.75e+10,Resistance,1.85157
5.75e+10,Inductance,3.73038e-09
5.75e+10,Conductance,0.00968698
5.75e+10,Capacitance,1.4772e-12
5.76e+10,Resistance,1.85316
5.76e+10,Inductance,3.73037e-09
5.76e+10,Conductance,0.00970363
5.76e+10,Capacitance,1.4772e-12
5.77e+10,Resistance,1.85477
5.77e+10,Inductance,3.73037e-09
5.77e+10,Conductance,0.00972026
5.77e+10,Capacitance,1.4772e-12
5.78e+10,Resistance,1.85632
5.78e+10,Inductance,3.73037e-09
5.78e+10,Conductance,0.00973692
5.78e+10,Capacitance,1.4772e-12
5.79e+10,Resistance,1.85796
5.79e+10,Inductance,3.73037e-09
5.79e+10,Conductance,0.00975354
5.79e+10,Capacitance,1.4772e-12
5.8e+10,Resistance,1.85957
5.8e+10,Inductance,3.73036e-09
5.8e+10,Conductance,0.00977017
5.8e+10,Capacitance,1.4772e-12
5.81e+10,Resistance,1.86115
5.81e+10,Inductance,3.73036e-09
5.81e+10,Conductance,0.00978682
5.81e+10,Capacitance,1.4772e-12
5.82e+10,Resistance,1.86282
5.82e+10,Inductance,3.73035e-09
5.82e+10,Conductance,0.00980343
5.82e+10,Capacitance,1.4772e-12
5.83e+10,Resistance,1.86438
5.83e+10,Inductance,3.73035e-09
5.83e+10,Conductance,0.00982007
5.83e+10,Capacitance,1.4772e-12
5.84e+10,Resistance,1.86598
5.84e+10,Inductance,3.73035e-09
5.84e+10,Conductance,0.00983671
5.84e+10,Capacitance,1.4772e-12
5.85e+10,Resistance,1.86758
5.85e+10,Inductance,3.73035e-09
5.85e+10,Conductance,0.00985334
5.85e+10,Capacitance,1.4772e-12
5.86e+10,Resistance,1.86917
5.86e+10,Inductance,3.73035e-09
5.86e+10,Conductance,0.00986998
5.86e+10,Capacitance,1.4772e-12
5.87e+10,Resistance,1.87061
5.87e+10,Inductance,3.73034e-09
5.87e+10,Conductance,0.00988667
5.87e+10,Capacitance,1.4772e-12
5.88e+10,Resistance,1.87247
5.88e+10,Inductance,3.73034e-09
5.88e+10,Conductance,0.00990319
5.88e+10,Capacitance,1.4772e-12
5.89e+10,Resistance,1.87401
5.89e+10,Inductance,3.73034e-09
5.89e+10,Conductance,0.00991985
5.89e+10,Capacitance,1.4772e-12
5.9e+10,Resistance,1.87547
5.9e+10,Inductance,3.73033e-09
5.9e+10,Conductance,0.00993654
5.9e+10,Capacitance,1.4772e-12
5.91e+10,Resistance,1.8771
5.91e+10,Inductance,3.73033e-09
5.91e+10,Conductance,0.00995315
5.91e+10,Capacitance,1.4772e-12
5.92e+10,Resistance,1.87858
5.92e+10,Inductance,3.73033e-09
5.92e+10,Conductance,0.00996983
5.92e+10,Capacitance,1.4772e-12
5.93e+10,Resistance,1.88043
5.93e+10,Inductance,3.73032e-09
5.93e+10,Conductance,0.00998636
5.93e+10,Capacitance,1.4772e-12
5.94e+10,Resistance,1.8819
5.94e+10,Inductance,3.73032e-09
5.94e+10,Conductance,0.010003
5.94e+10,Capacitance,1.4772e-12
5.95e+10,Resistance,1.88344
5.95e+10,Inductance,3.73032e-09
5.95e+10,Conductance,0.0100197
5.95e+10,Capacitance,1.4772e-12
5.96e+10,Resistance,1.88499
5.96e+10,Inductance,3.73032e-09
5.96e+10,Conductance,0.0100363
5.96e+10,Capacitance,1.4772e-12
5.97e+10,Resistance,1.88676
5.97e+10,Inductance,3.73031e-09
5.97e+10,Conductance,0.0100529
5.97e+10,Capacitance,1.4772e-12
5.98e+10,Resistance,1.88825
5.98e+10,Inductance,3.73031e-09
5.98e+10,Conductance,0.0100696
5.98e+10,Capacitance,1.4772e-12
5.99e+10,Resistance,1.88977
5.99e+10,Inductance,3.73031e-09
5.99e+10,Conductance,0.0100862
5.99e+10,Capacitance,1.4772e-12
6e+10,Resistance,1.89133
6e+10,Inductance,3.73031e-09
6e+10,Conductance,0.0101028
6e+10,Capacitance,1.4772e-12
6.01e+10,Resistance,1.89292
6.01e+10,Inductance,3.7303e-09
6.01e+10,Conductance,0.0101195
6.01e+10,Capacitance,1.4772e-12
6.02e+10,Resistance,1.89456
6.02e+10,Inductance,3.7303e-09
6.02e+10,Conductance,0.0101361
6.02e+10,Capacitance,1.4772e-12
6.03e+10,Resistance,1.89606
6.03e+10,Inductance,3.73029e-09
6.03e+10,Conductance,0.0101527
6.03e+10,Capacitance,1.4772e-12
6.04e+10,Resistance,1.89772
6.04e+10,Inductance,3.73029e-09
6.04e+10,Conductance,0.0101693
6.04e+10,Capacitance,1.4772e-12
6.05e+10,Resistance,1.89922
6.05e+10,Inductance,3.73029e-09
6.05e+10,Conductance,0.010186
6.05e+10,Capacitance,1.4772e-12
6.06e+10,Resistance,1.90091
6.06e+10,Inductance,3.73029e-09
6.06e+10,Conductance,0.0102026
6.06e+10,Capacitance,1.4772e-12
6.07e+10,Resistance,1.90219
6.07e+10,Inductance,3.73028e-09
6.07e+10,Conductance,0.0102193
6.07e+10,Capacitance,1.4772e-12
6.08e+10,Resistance,1.90378
6.08e+10,Inductance,3.73028e-09
6.08e+10,Conductance,0.0102359
6.08e+10,Capacitance,1.4772e-12
6.09e+10,Resistance,1.90545
6.09e+10,Inductance,3.73028e-09
6.09e+10,Conductance,0.0102525
6.09e+10,Capacitance,1.4772e-12
6.1e+10,Resistance,1.90709
6.1e+10,Inductance,3.73028e-09
6.1e+10,Conductance,0.0102691
6.1e+10,Capacitance,1.4772e-12
6.11e+10,Resistance,1.90879
6.11e+10,Inductance,3.73027e-09
6.11e+10,Conductance,0.0102857
6.11e+10,Capacitance,1.4772e-12
6.12e+10,Resistance,1.91042
6.12e+10,Inductance,3.73027e-09
6.12e+10,Conductance,0.0103023
6.12e+10,Capacitance,1.4772e-12
6.13e+10,Resistance,1.91152
6.13e+10,Inductance,3.73027e-09
6.13e+10,Conductance,0.0103191
6.13e+10,Capacitance,1.4772e-12
6.14e+10,Resistance,1.91324
6.14e+10,Inductance,3.73027e-09
6.14e+10,Conductance,0.0103357
6.14e+10,Capacitance,1.4772e-12
6.15e+10,Resistance,1.91488
6.15e+10,Inductance,3.73026e-09
6.15e+10,Conductance,0.0103523
6.15e+10,Capacitance,1.4772e-12
6.16e+10,Resistance,1.91643
6.16e+10,Inductance,3.73026e-09
6.16e+10,Conductance,0.0103689
6.16e+10,Capacitance,1.4772e-12
6.17e+10,Resistance,1.91796
6.17e+10,Inductance,3.73026e-09
6.17e+10,Conductance,0.0103855
6.17e+10,Capacitance,1.4772e-12
6.18e+10,Resistance,1.91959
6.18e+10,Inductance,3.73026e-09
6.18e+10,Conductance,0.0104021
6.18e+10,Capacitance,1.4772e-12
6.19e+10,Resistance,1.92117
6.19e+10,Inductance,3.73025e-09
6.19e+10,Conductance,0.0104188
6.19e+10,Capacitance,1.4772e-12
6.2e+10,Resistance,1.92267
6.2e+10,Inductance,3.73025e-09
6.2e+10,Conductance,0.0104354
6.2e+10,Capacitance,1.4772e-12
6.21e+10,Resistance,1.92427
6.21e+10,Inductance,3.73025e-09
6.21e+10,Conductance,0.010452
6.21e+10,Capacitance,1.4772e-12
6.22e+10,Resistance,1.92566
6.22e+10,Inductance,3.73024e-09
6.22e+10,Conductance,0.0104687
6.22e+10,Capacitance,1.4772e-12
6.23e+10,Resistance,1.92731
6.23e+10,Inductance,3.73024e-09
6.23e+10,Conductance,0.0104853
6.23e+10,Capacitance,1.4772e-12
6.24e+10,Resistance,1.92884
6.24e+10,Inductance,3.73024e-09
6.24e+10,Conductance,0.0105019
6.24e+10,Capacitance,1.4772e-12
6.25e+10,Resistance,1.93036
6.25e+10,Inductance,3.73024e-09
6.25e+10,Conductance,0.0105186
6.25e+10,Capacitance,1.4772e-12
6.26e+10,Resistance,1.93192
6.26e+10,Inductance,3.73023e-09
6.26e+10,Conductance,0.0105352
6.26e+10,Capacitance,1.4772e-12
6.27e+10,Resistance,1.93354
6.27e+10,Inductance,3.73023e-09
6.27e+10,Conductance,0.0105518
6.27e+10,Capacitance,1.4772e-12
6.28e+10,Resistance,1.93503
6.28e+10,Inductance,3.73023e-09
6.28e+10,Conductance,0.0105684
6.28e+10,Capacitance,1.4772e-12
6.29e+10,Resistance,1.93654
6.29e+10,Inductance,3.73023e-09
6.29e+10,Conductance,0.0105851
6.29e+10,Capacitance,1.4772e-12
6.3e+10,Resistance,1.93809
6.3e+10,Inductance,3.73022e-09
6.3e+10,Conductance,0.0106017
6.3e+10,Capacitance,1.4772e-12
6.31e+10,Resistance,1.93967
6.31e+10,Inductance,3.73022e-09
6.31e+10,Conductance,0.0106183
6.31e+10,Capacitance,1.4772e-12
6.32e+10,Resistance,1.94111
6.32e+10,Inductance,3.73022e-09
6.32e+10,Conductance,0.010635
6.32e+10,Capacitance,1.4772e-12
6.33e+10,Resistance,1.94279
6.33e+10,Inductance,3.73021e-09
6.33e+10,Conductance,0.0106515
6.33e+10,Capacitance,1.4772e-12
6.34e+10,Resistance,1.94433
6.34e+10,Inductance,3.73021e-09
6.34e+10,Conductance,0.0106681
6.34e+10,Capacitance,1.4772e-12
6.35e+10,Resistance,1.94585
6.35e+10,Inductance,3.73021e-09
6.35e+10,Conductance,0.0106848
6.35e+10,Capacitance,1.4772e-12
6.36e+10,Resistance,1.94734
6.36e+10,Inductance,3.73021e-09
6.36e+10,Conductance,0.0107014
6.36e+10,Capacitance,1.4772e-12
6.37e+10,Resistance,1.94883
6.37e+10,Inductance,3.7302e-09
6.37e+10,Conductance,0.0107181
6.37e+10,Capacitance,1.4772e-12
6.38e+10,Resistance,1.95036
6.38e+10,Inductance,3.7302e-09
6.38e+10,Conductance,0.0107347
6.38e+10,Capacitance,1.4772e-12
6.39e+10,Resistance,1.95195
6.39e+10,Inductance,3.7302e-09
6.39e+10,Conductance,0.0107513
6.39e+10,Capacitance,1.4772e-12
6.4e+10,Resistance,1.95346
6.4e+10,Inductance,3.7302e-09
6.4e+10,Conductance,0.0107679
6.4e+10,Capacitance,1.4772e-12
6.41e+10,Resistance,1.95491
6.41e+10,Inductance,3.7302e-09
6.41e+10,Conductance,0.0107846
6.41e+10,Capacitance,1.4772e-12
6.42e+10,Resistance,1.95655
6.42e+10,Inductance,3.73019e-09
6.42e+10,Conductance,0.0108011
6.42e+10,Capacitance,1.4772e-12
6.43e+10,Resistance,1.95803
6.43e+10,Inductance,3.73019e-09
6.43e+10,Conductance,0.0108178
6.43e+10,Capacitance,1.4772e-12
6.44e+10,Resistance,1.95949
6.44e+10,Inductance,3.73019e-09
6.44e+10,Conductance,0.0108344
6.44e+10,Capacitance,1.4772e-12
6.45e+10,Resistance,1.96111
6.45e+10,Inductance,3.73019e-09
6.45e+10,Conductance,0.010851
6.45e+10,Capacitance,1.4772e-12
6.46e+10,Resistance,1.96258
6.46e+10,Inductance,3.73018e-09
6.46e+10,Conductance,0.0108677
6.46e+10,Capacitance,1.4772e-12
6.47e+10,Resistance,1.96403
6.47e+10,Inductance,3.73018e-09
6.47e+10,Conductance,0.0108843
6.47e+10,Capacitance,1.4772e-12
6.48e+10,Resistance,1.96565
6.48e+10,Inductance,3.73018e-09
6.48e+10,Conductance,0.0109009
6.48e+10,Capacitance,1.4772e-12
6.49e+10,Resistance,1.9672
6.49e+10,Inductance,3.73017e-09
6.49e+10,Conductance,0.0109175
6.49e+10,Capacitance,1.4772e-12
6.5e+10,Resistance,1.96862
6.5e+10,Inductance,3.73017e-09
6.5e+10,Conductance,0.0109342
6.5e+10,Capacitance,1.4772e-12
6.51e+10,Resistance,1.97017
6.51e+10,Inductance,3.73017e-09
6.51e+10,Conductance,0.0109508
6.51e+10,Capacitance,1.4772e-12
6.52e+10,Resistance,1.97155
6.52e+10,Inductance,3.73017e-09
6.52e+10,Conductance,0.0109674
6.52e+10,Capacitance,1.4772e-12
6.53e+10,Resistance,1.97335
6.53e+10,Inductance,3.73016e-09
6.53e+10,Conductance,0.010984
6.53e+10,Capacitance,1.4772e-12
6.54e+10,Resistance,1.97472
6.54e+10,Inductance,3.73016e-09
6.54e+10,Conductance,0.0110006
6.54e+10,Capacitance,1.4772e-12
6.55e+10,Resistance,1.97623
6.55e+10,Inductance,3.73016e-09
6.55e+10,Conductance,0.0110173
6.55e+10,Capacitance,1.4772e-12
6.56e+10,Resistance,1.97764
6.56e+10,Inductance,3.73016e-09
6.56e+10,Conductance,0.0110339
6.56e+10,Capacitance,1.4772e-12
6.57e+10,Resistance,1.97915
6.57e+10,Inductance,3.73016e-09
6.57e+10,Conductance,0.0110505
6.57e+10,Capacitance,1.4772e-12
6.58e+10,Resistance,1.98083
6.58e+10,Inductance,3.73015e-09
6.58e+10,Conductance,0.0110671
6.58e+10,Capacitance,1.4772e-12
6.59e+10,Resistance,1.98226
6.59e+10,Inductance,3.73015e-09
6.59e+10,Conductance,0.0110837
6.59e+10,Capacitance,1.4772e-12
6.6e+10,Resistance,1.98372
6.6e+10,Inductance,3.73015e-09
6.6e+10,Conductance,0.0111004
6.6e+10,Capacitance,1.4772e-12
6.61e+10,Resistance,1.98514
6.61e+10,Inductance,3.73015e-09
6.61e+10,Conductance,0.011117
6.61e+10,Capacitance,1.4772e-12
6.62e+10,Resistance,1.98687
6.62e+10,Inductance,3.73014e-09
6.62e+10,Conductance,0.0111336
6.62e+10,Capacitance,1.4772e-12
6.63e+10,Resistance,1.98833
6.63e+10,Inductance,3.73014e-09
6.63e+10,Conductance,0.0111502
6.63e+10,Capacitance,1.4772e-12
6.64e+10,Resistance,1.98974
6.64e+10,Inductance,3.73014e-09
6.64e+10,Conductance,0.0111669
6.64e+10,Capacitance,1.4772e-12
6.65e+10,Resistance,1.99108
6.65e+10,Inductance,3.73014e-09
6.65e+10,Conductance,0.0111835
6.65e+10,Capacitance,1.4772e-12
6.66e+10,Resistance,1.99286
6.66e+10,Inductance,3.73013e-09
6.66e+10,Conductance,0.0112
6.66e+10,Capacitance,1.4772e-12
6.67e+10,Resistance,1.99423
6.67e+10,Inductance,3.73013e-09
6.67e+10,Conductance,0.0112167
6.67e+10,Capacitance,1.4772e-12
6.68e+10,Resistance,1.99571
6.68e+10,Inductance,3.73013e-09
6.68e+10,Conductance,0.0112333
6.68e+10,Capacitance,1.4772e-12
6.69e+10,Resistance,1.99719
6.69e+10,Inductance,3.73013e-09
6.69e+10,Conductance,0.01125
6.69e+10,Capacitance,1.4772e-12
6.7e+10,Resistance,1.99873
6.7e+10,Inductance,3.73012e-09
6.7e+10,Conductance,0.0112666
6.7e+10,Capacitance,1.4772e-12
6.71e+10,Resistance,2.00022
6.71e+10,Inductance,3.73012e-09
6.71e+10,Conductance,0.0112832
6.71e+10,Capacitance,1.4772e-12
6.72e+10,Resistance,2.00167
6.72e+10,Inductance,3.73012e-09
6.72e+10,Conductance,0.0112998
6.72e+10,Capacitance,1.4772e-12
6.73e+10,Resistance,2.00321
6.73e+10,Inductance,3.73012e-09
6.73e+10,Conductance,0.0113164
6.73e+10,Capacitance,1.4772e-12
6.74e+10,Resistance,2.00474
6.74e+10,Inductance,3.73012e-09
6.74e+10,Conductance,0.011333
6.74e+10,Capacitance,1.4772e-12
6.75e+10,Resistance,2.006
6.75e+10,Inductance,3.73011e-09
6.75e+10,Conductance,0.0113497
6.75e+10,Capacitance,1.4772e-12
6.76e+10,Resistance,2.00758
6.76e+10,Inductance,3.73011e-09
6.76e+10,Conductance,0.0113663
6.76e+10,Capacitance,1.4772e-12
6.77e+10,Resistance,2.00911
6.77e+10,Inductance,3.73011e-09
6.77e+10,Conductance,0.0113829
6.77e+10,Capacitance,1.4772e-12
6.78e+10,Resistance,2.01073
6.78e+10,Inductance,3.73011e-09
6.78e+10,Conductance,0.0113995
6.78e+10,Capacitance,1.4772e-12
6.79e+10,Resistance,2.01224
6.79e+10,Inductance,3.7301e-09
6.79e+10,Conductance,0.0114161
6.79e+10,Capacitance,1.4772e-12
6.8e+10,Resistance,2.01336
6.8e+10,Inductance,3.7301e-09
6.8e+10,Conductance,0.0114328
6.8e+10,Capacitance,1.4772e-12
6.81e+10,Resistance,2.01493
6.81e+10,Inductance,3.7301e-09
6.81e+10,Conductance,0.0114494
6.81e+10,Capacitance,1.4772e-12
6.82e+10,Resistance,2.01652
6.82e+10,Inductance,3.7301e-09
6.82e+10,Conductance,0.011466
6.82e+10,Capacitance,1.4772e-12
6.83e+10,Resistance,2.018
6.83e+10,Inductance,3.73009e-09
6.83e+10,Conductance,0.0114826
6.83e+10,Capacitance,1.4772e-12
6.84e+10,Resistance,2.01958
6.84e+10,Inductance,3.73009e-09
6.84e+10,Conductance,0.0114992
6.84e+10,Capacitance,1.4772e-12
6.85e+10,Resistance,2.02108
6.85e+10,Inductance,3.73009e-09
6.85e+10,Conductance,0.0115158
6.85e+10,Capacitance,1.4772e-12
6.86e+10,Resistance,2.02255
6.86e+10,Inductance,3.73009e-09
6.86e+10,Conductance,0.0115324
6.86e+10,Capacitance,1.4772e-12
6.87e+10,Resistance,2.0238
6.87e+10,Inductance,3.73008e-09
6.87e+10,Conductance,0.0115491
6.87e+10,Capacitance,1.4772e-12
6.88e+10,Resistance,2.02532
6.88e+10,Inductance,3.73008e-09
6.88e+10,Conductance,0.0115657
6.88e+10,Capacitance,1.4772e-12
6.89e+10,Resistance,2.02679
6.89e+10,Inductance,3.73008e-09
6.89e+10,Conductance,0.0115823
6.89e+10,Capacitance,1.4772e-12
6.9e+10,Resistance,2.02838
6.9e+10,Inductance,3.73008e-09
6.9e+10,Conductance,0.0115989
6.9e+10,Capacitance,1.4772e-12
6.91e+10,Resistance,2.02979
6.91e+10,Inductance,3.73008e-09
6.91e+10,Conductance,0.0116156
6.91e+10,Capacitance,1.4772e-12
6.92e+10,Resistance,2.03136
6.92e+10,Inductance,3.73007e-09
6.92e+10,Conductance,0.0116321
6.92e+10,Capacitance,1.4772e-12
6.93e+10,Resistance,2.03275
6.93e+10,Inductance,3.73007e-09
6.93e+10,Conductance,0.0116488
6.93e+10,Capacitance,1.4772e-12
6.94e+10,Resistance,2.03429
6.94e+10,Inductance,3.73007e-09
6.94e+10,Conductance,0.0116654
6.94e+10,Capacitance,1.4772e-12
6.95e+10,Resistance,2.03559
6.95e+10,Inductance,3.73007e-09
6.95e+10,Conductance,0.011682
6.95e+10,Capacitance,1.4772e-12
6.96e+10,Resistance,2.03719
6.96e+10,Inductance,3.73006e-09
6.96e+10,Conductance,0.0116986
6.96e+10,Capacitance,1.4772e-12
6.97e+10,Resistance,2.03858
6.97e+10,Inductance,3.73006e-09
6.97e+10,Conductance,0.0117153
6.97e+10,Capacitance,1.4772e-12
6.98e+10,Resistance,2.04002
6.98e+10,Inductance,3.73006e-09
6.98e+10,Conductance,0.0117319
6.98e+10,Capacitance,1.4772e-12
6.99e+10,Resistance,2.04151
6.99e+10,Inductance,3.73006e-09
6.99e+10,Conductance,0.0117485
6.99e+10,Capacitance,1.4772e-12
7e+10,Resistance,2.04296
7e+10,Inductance,3.73006e-09
7e+10,Conductance,0.0117651
7e+10,Capacitance,1.4772e-12
