Frequency,R11,R12,R21,R22,L11,L12,L21,L22,G11,G12,G21,G22,C11,C12,C21,C22
4.67E+10,4.79E+02,0.00E+00,0.00E+00,4.79E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.71E-01,0.00E+00,0.00E+00,3.71E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.68E+10,4.80E+02,0.00E+00,0.00E+00,4.80E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.72E-01,0.00E+00,0.00E+00,3.72E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.69E+10,4.81E+02,0.00E+00,0.00E+00,4.81E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.72E-01,0.00E+00,0.00E+00,3.72E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.70E+10,4.81E+02,0.00E+00,0.00E+00,4.81E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.73E-01,0.00E+00,0.00E+00,3.73E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.71E+10,4.82E+02,0.00E+00,0.00E+00,4.82E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.74E-01,0.00E+00,0.00E+00,3.74E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.72E+10,4.82E+02,0.00E+00,0.00E+00,4.82E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.75E-01,0.00E+00,0.00E+00,3.75E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.73E+10,4.83E+02,0.00E+00,0.00E+00,4.83E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.76E-01,0.00E+00,0.00E+00,3.76E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.74E+10,4.83E+02,0.00E+00,0.00E+00,4.83E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.76E-01,0.00E+00,0.00E+00,3.76E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.75E+10,4.84E+02,0.00E+00,0.00E+00,4.84E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.77E-01,0.00E+00,0.00E+00,3.77E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.76E+10,4.84E+02,0.00E+00,0.00E+00,4.84E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.78E-01,0.00E+00,0.00E+00,3.78E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.77E+10,4.85E+02,0.00E+00,0.00E+00,4.85E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.79E-01,0.00E+00,0.00E+00,3.79E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.78E+10,4.85E+02,0.00E+00,0.00E+00,4.85E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.80E-01,0.00E+00,0.00E+00,3.80E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.79E+10,4.86E+02,0.00E+00,0.00E+00,4.86E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.80E-01,0.00E+00,0.00E+00,3.80E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.80E+10,4.86E+02,0.00E+00,0.00E+00,4.86E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.81E-01,0.00E+00,0.00E+00,3.81E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.81E+10,4.87E+02,0.00E+00,0.00E+00,4.87E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.82E-01,0.00E+00,0.00E+00,3.82E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.82E+10,4.87E+02,0.00E+00,0.00E+00,4.87E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.83E-01,0.00E+00,0.00E+00,3.83E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.83E+10,4.88E+02,0.00E+00,0.00E+00,4.88E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.84E-01,0.00E+00,0.00E+00,3.84E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.84E+10,4.88E+02,0.00E+00,0.00E+00,4.88E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.84E-01,0.00E+00,0.00E+00,3.84E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.85E+10,4.89E+02,0.00E+00,0.00E+00,4.89E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.85E-01,0.00E+00,0.00E+00,3.85E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.86E+10,4.89E+02,0.00E+00,0.00E+00,4.89E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.86E-01,0.00E+00,0.00E+00,3.86E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.87E+10,4.90E+02,0.00E+00,0.00E+00,4.90E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.87E-01,0.00E+00,0.00E+00,3.87E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.88E+10,4.90E+02,0.00E+00,0.00E+00,4.90E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.88E-01,0.00E+00,0.00E+00,3.88E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.89E+10,4.91E+02,0.00E+00,0.00E+00,4.91E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.88E-01,0.00E+00,0.00E+00,3.88E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.90E+10,4.91E+02,0.00E+00,0.00E+00,4.91E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.89E-01,0.00E+00,0.00E+00,3.89E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.91E+10,4.92E+02,0.00E+00,0.00E+00,4.92E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.90E-01,0.00E+00,0.00E+00,3.90E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.92E+10,4.92E+02,0.00E+00,0.00E+00,4.92E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.91E-01,0.00E+00,0.00E+00,3.91E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.93E+10,4.93E+02,0.00E+00,0.00E+00,4.93E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.92E-01,0.00E+00,0.00E+00,3.92E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.94E+10,4.93E+02,0.00E+00,0.00E+00,4.93E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.92E-01,0.00E+00,0.00E+00,3.92E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.95E+10,4.94E+02,0.00E+00,0.00E+00,4.94E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.93E-01,0.00E+00,0.00E+00,3.93E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.96E+10,4.94E+02,0.00E+00,0.00E+00,4.94E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.94E-01,0.00E+00,0.00E+00,3.94E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.97E+10,4.95E+02,0.00E+00,0.00E+00,4.95E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.95E-01,0.00E+00,0.00E+00,3.95E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.98E+10,4.95E+02,0.00E+00,0.00E+00,4.95E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.95E-01,0.00E+00,0.00E+00,3.95E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
4.99E+10,4.96E+02,0.00E+00,0.00E+00,4.96E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.96E-01,0.00E+00,0.00E+00,3.96E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
5.00E+10,4.96E+02,0.00E+00,0.00E+00,4.96E+02,4.27E-07,0.00E+00,0.00E+00,4.27E-07,3.97E-01,0.00E+00,0.00E+00,3.97E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
