Frequency(Hz),Value Type:,RLGC1[1 1] - ( Model1 ),RLGC1[1 2] - ( Model1 ),RLGC1[2 2] - ( Model2 )
4.17e+10,Inductance,2.28433e-09,4.03009e-10,2.28433e-09
4.17e+10,Conductance,0.00613115,-0.00126534,0.00613115
4.17e+10,Capacitance,4.53862e-13,-1.62439e-13,4.53862e-13
4.19e+10,Resistance,25.136,8.55158,25.136
4.19e+10,Inductance,2.3244e-09,4.17827e-10,2.3244e-09
4.19e+10,Conductance,0.00617111,-0.00127106,0.00617111
4.19e+10,Capacitance,4.60983e-13,-1.636e-13,4.60983e-13
4.21e+10,Resistance,25.1638,8.55415,25.1638
4.21e+10,Inductance,2.3641e-09,4.32508e-10,2.3641e-09
4.21e+10,Conductance,0.00621054,-0.00127632,0.00621054
4.21e+10,Capacitance,4.68037e-13,-1.64751e-13,4.68037e-13
4.23e+10,Resistance,25.1898,8.55687,25.1898
4.23e+10,Inductance,2.40343e-09,4.47044e-10,2.40343e-09
4.23e+10,Conductance,0.00625036,-0.0012818,0.00625036
4.23e+10,Capacitance,4.75023e-13,-1.6589e-13,4.75023e-13
4.25e+10,Resistance,25.2167,8.5588,25.2167
4.25e+10,Inductance,2.44238e-09,4.61451e-10,2.44238e-09
4.25e+10,Conductance,0.00628992,-0.00128705,0.00628992
4.25e+10,Capacitance,4.81946e-13,-1.6702e-13,4.81946e-13
4.27e+10,Resistance,25.2422,8.56137,25.2422
4.27e+10,Inductance,2.48096e-09,4.75718e-10,2.48096e-09
4.27e+10,Conductance,0.00632981,-0.00129257,0.00632981
4.27e+10,Capacitance,4.88802e-13,-1.68138e-13,4.88802e-13
4.29e+10,Resistance,25.2682,8.56434,25.2682
4.29e+10,Inductance,2.51919e-09,4.89854e-10,2.51919e-09
4.29e+10,Conductance,0.00636964,-0.00129812,0.00636964
4.29e+10,Capacitance,4.95595e-13,-1.69246e-13,4.95595e-13
4.31e+10,Resistance,25.2967,8.5681,25.2967
4.31e+10,Inductance,2.55706e-09,5.03857e-10,2.55706e-09
4.31e+10,Conductance,0.00640899,-0.00130349,0.00640899
4.31e+10,Capacitance,5.02325e-13,-1.70344e-13,5.02325e-13
4.33e+10,Resistance,25.3218,8.57003,25.3218
4.33e+10,Inductance,2.59459e-09,5.17729e-10,2.59459e-09
4.33e+10,Conductance,0.00644888,-0.00130892,0.00644888
4.33e+10,Capacitance,5.08992e-13,-1.71431e-13,5.08992e-13
4.35e+10,Resistance,25.3474,8.57208,25.3474
4.35e+10,Inductance,2.63176e-09,5.31474e-10,2.63176e-09
4.35e+10,Conductance,0.00648865,-0.00131426,0.00648865
4.35e+10,Capacitance,5.15599e-13,-1.72508e-13,5.15599e-13
4.37e+10,Resistance,25.374,8.57553,25.374
4.37e+10,Inductance,2.66859e-09,5.45095e-10,2.66859e-09
4.37e+10,Conductance,0.00652832,-0.00131979,0.00652832
4.37e+10,Capacitance,5.22145e-13,-1.73576e-13,5.22145e-13
4.39e+10,Resistance,25.4,8.57721,25.4
4.39e+10,Inductance,2.7051e-09,5.58598e-10,2.7051e-09
4.39e+10,Conductance,0.00656794,-0.00132503,0.00656794
4.39e+10,Capacitance,5.28631e-13,-1.74635e-13,5.28631e-13
4.41e+10,Resistance,25.426,8.57961,25.426
4.41e+10,Inductance,2.74127e-09,5.71971e-10,2.74127e-09
4.41e+10,Conductance,0.00660765,-0.00133043,0.00660765
4.41e+10,Capacitance,5.35058e-13,-1.75683e-13,5.35058e-13
4.43e+10,Resistance,25.4509,8.58267,25.4509
4.43e+10,Inductance,2.77711e-09,5.85222e-10,2.77711e-09
4.43e+10,Conductance,0.00664763,-0.00133606,0.00664763
4.43e+10,Capacitance,5.41428e-13,-1.76722e-13,5.41428e-13
4.45e+10,Resistance,25.4769,8.58483,25.4769
4.45e+10,Inductance,2.81263e-09,5.9836e-10,2.81263e-09
4.45e+10,Conductance,0.00668723,-0.00134138,0.00668723
4.45e+10,Capacitance,5.4774e-13,-1.77752e-13,5.4774e-13
4.47e+10,Resistance,25.5024,8.5873,25.5024
4.47e+10,Inductance,2.84783e-09,6.11376e-10,2.84783e-09
4.47e+10,Conductance,0.00672702,-0.00134679,0.00672702
4.47e+10,Capacitance,5.53995e-13,-1.78772e-13,5.53995e-13
4.49e+10,Resistance,25.5291,8.59092,25.5291
4.49e+10,Inductance,2.88272e-09,6.24277e-10,2.88272e-09
4.49e+10,Conductance,0.00676659,-0.00135234,0.00676659
4.49e+10,Capacitance,5.60195e-13,-1.79783e-13,5.60195e-13
4.51e+10,Resistance,25.5535,8.59236,25.5535
4.51e+10,Inductance,2.9173e-09,6.37064e-10,2.9173e-09
4.51e+10,Conductance,0.00680648,-0.00135764,0.00680648
4.51e+10,Capacitance,5.66341e-13,-1.80786e-13,5.66341e-13
4.53e+10,Resistance,25.5799,8.59636,25.5799
4.53e+10,Inductance,2.95157e-09,6.49737e-10,2.95157e-09
4.53e+10,Conductance,0.00684618,-0.0013633,0.00684618
4.53e+10,Capacitance,5.72432e-13,-1.81779e-13,5.72432e-13
4.55e+10,Resistance,25.6047,8.59819,25.6047
4.55e+10,Inductance,2.98554e-09,6.62301e-10,2.98554e-09
4.55e+10,Conductance,0.00688596,-0.00136865,0.00688596
4.55e+10,Capacitance,5.7847e-13,-1.82765e-13,5.7847e-13
4.57e+10,Resistance,25.63,8.60135,25.63
4.57e+10,Inductance,3.01921e-09,6.74754e-10,3.01921e-09
4.57e+10,Conductance,0.00692575,-0.0013742,0.00692575
4.57e+10,Capacitance,5.84455e-13,-1.83742e-13,5.84455e-13
4.59e+10,Resistance,25.656,8.60332,25.656
4.59e+10,Inductance,3.05259e-09,6.87096e-10,3.05259e-09
4.59e+10,Conductance,0.0069653,-0.00137944,0.0069653
4.59e+10,Capacitance,5.90387e-13,-1.84709e-13,5.90387e-13
4.61e+10,Resistance,25.6798,8.60482,25.6798
4.61e+10,Inductance,3.08568e-09,6.99329e-10,3.08568e-09
4.61e+10,Conductance,0.00700521,-0.00138481,0.00700521
4.61e+10,Capacitance,5.96267e-13,-1.85667e-13,5.96267e-13
4.63e+10,Resistance,25.7063,8.60834,25.7063
4.63e+10,Inductance,3.11849e-09,7.11459e-10,3.11849e-09
4.63e+10,Conductance,0.00704478,-0.0013903,0.00704478
4.63e+10,Capacitance,6.02097e-13,-1.86618e-13,6.02097e-13
4.65e+10,Resistance,25.7297,8.61061,25.7297
4.65e+10,Inductance,3.151e-09,7.2349e-10,3.151e-09
4.65e+10,Conductance,0.00708488,-0.00139588,0.00708488
4.65e+10,Capacitance,6.07878e-13,-1.87562e-13,6.07878e-13
4.67e+10,Resistance,25.7543,8.61346,25.7543
4.67e+10,Inductance,3.18325e-09,7.3541e-10,3.18325e-09
4.67e+10,Conductance,0.00712471,-0.00140141,0.00712471
4.67e+10,Capacitance,6.13608e-13,-1.88496e-13,6.13608e-13
4.69e+10,Resistance,25.7812,8.61703,25.7812
4.69e+10,Inductance,3.21521e-09,7.47235e-10,3.21521e-09
4.69e+10,Conductance,0.00716419,-0.00140689,0.00716419
4.69e+10,Capacitance,6.1929e-13,-1.89424e-13,6.1929e-13
4.71e+10,Resistance,25.8064,8.619,25.8064
4.71e+10,Inductance,3.24691e-09,7.58951e-10,3.24691e-09
4.71e+10,Conductance,0.0072038,-0.00141217,0.0072038
4.71e+10,Capacitance,6.24923e-13,-1.90342e-13,6.24923e-13
4.73e+10,Resistance,25.8295,8.62042,25.8295
4.73e+10,Inductance,3.27834e-09,7.70575e-10,3.27834e-09
4.73e+10,Conductance,0.00724379,-0.00141757,0.00724379
4.73e+10,Capacitance,6.30508e-13,-1.91253e-13,6.30508e-13
4.75e+10,Resistance,25.8547,8.62324,25.8547
4.75e+10,Inductance,3.3095e-09,7.82099e-10,3.3095e-09
4.75e+10,Conductance,0.0072835,-0.00142304,0.0072835
4.75e+10,Capacitance,6.36047e-13,-1.92157e-13,6.36047e-13
4.77e+10,Resistance,25.8777,8.62526,25.8777
4.77e+10,Inductance,3.3404e-09,7.93526e-10,3.3404e-09
4.77e+10,Conductance,0.00732354,-0.00142856,0.00732354
4.77e+10,Capacitance,6.4154e-13,-1.93053e-13,6.4154e-13
4.79e+10,Resistance,25.903,8.6286,25.903
4.79e+10,Inductance,3.37105e-09,8.0486e-10,3.37105e-09
4.79e+10,Conductance,0.00736325,-0.00143411,0.00736325
4.79e+10,Capacitance,6.46987e-13,-1.93941e-13,6.46987e-13
4.81e+10,Resistance,25.9276,8.63107,25.9276
4.81e+10,Inductance,3.40143e-09,8.16095e-10,3.40143e-09
4.81e+10,Conductance,0.00740303,-0.00143956,0.00740303
4.81e+10,Capacitance,6.52388e-13,-1.94822e-13,6.52388e-13
4.83e+10,Resistance,25.951,8.63228,25.951
4.83e+10,Inductance,3.43157e-09,8.27242e-10,3.43157e-09
4.83e+10,Conductance,0.00744284,-0.00144484,0.00744284
4.83e+10,Capacitance,6.57744e-13,-1.95696e-13,6.57744e-13
4.85e+10,Resistance,25.9761,8.63528,25.9761
4.85e+10,Inductance,3.46146e-09,8.38293e-10,3.46146e-09
4.85e+10,Conductance,0.00748253,-0.00145032,0.00748253
4.85e+10,Capacitance,6.63056e-13,-1.96562e-13,6.63056e-13
4.87e+10,Resistance,25.9998,8.6369,25.9998
4.87e+10,Inductance,3.4911e-09,8.49256e-10,3.4911e-09
4.87e+10,Conductance,0.00752235,-0.00145563,0.00752235
4.87e+10,Capacitance,6.68325e-13,-1.97422e-13,6.68325e-13
4.89e+10,Resistance,26.0247,8.6395,26.0247
4.89e+10,Inductance,3.5205e-09,8.60129e-10,3.5205e-09
4.89e+10,Conductance,0.00756202,-0.00146109,0.00756202
4.89e+10,Capacitance,6.73551e-13,-1.98275e-13,6.73551e-13
4.91e+10,Resistance,26.0477,8.6426,26.0477
4.91e+10,Inductance,3.54966e-09,8.7091e-10,3.54966e-09
4.91e+10,Conductance,0.00760212,-0.00146679,0.00760212
4.91e+10,Capacitance,6.78734e-13,-1.9912e-13,6.78734e-13
4.93e+10,Resistance,26.0723,8.64524,26.0723
4.93e+10,Inductance,3.57858e-09,8.81611e-10,3.57858e-09
4.93e+10,Conductance,0.00764181,-0.00147224,0.00764181
4.93e+10,Capacitance,6.83875e-13,-1.99959e-13,6.83875e-13
4.95e+10,Resistance,26.0965,8.6468,26.0965
4.95e+10,Inductance,3.60727e-09,8.92218e-10,3.60727e-09
4.95e+10,Conductance,0.00768145,-0.00147748,0.00768145
4.95e+10,Capacitance,6.88976e-13,-2.00792e-13,6.88976e-13
4.97e+10,Resistance,26.1204,8.65057,26.1204
4.97e+10,Inductance,3.63572e-09,9.02745e-10,3.63572e-09
4.97e+10,Conductance,0.00772141,-0.00148323,0.00772141
4.97e+10,Capacitance,6.94034e-13,-2.01617e-13,6.94034e-13
4.99e+10,Resistance,26.1438,8.6506,26.1438
4.99e+10,Inductance,3.66395e-09,9.13185e-10,3.66395e-09
4.99e+10,Conductance,0.00776106,-0.00148826,0.00776106
4.99e+10,Capacitance,6.99052e-13,-2.02436e-13,6.99052e-13
5.01e+10,Resistance,26.1665,8.65417,26.1665
5.01e+10,Inductance,3.69195e-09,9.23536e-10,3.69195e-09
5.01e+10,Conductance,0.00780123,-0.00149405,0.00780123
5.01e+10,Capacitance,7.0403e-13,-2.03247e-13,7.0403e-13
5.03e+10,Resistance,26.19,8.65797,26.19
5.03e+10,Inductance,3.71974e-09,9.33816e-10,3.71974e-09
5.03e+10,Conductance,0.00784127,-0.00149988,0.00784127
5.03e+10,Capacitance,7.08969e-13,-2.04054e-13,7.08969e-13
5.05e+10,Resistance,26.2129,8.6579,26.2129
5.05e+10,Inductance,3.74731e-09,9.44007e-10,3.74731e-09
5.05e+10,Conductance,0.00788093,-0.0015049,0.00788093
5.05e+10,Capacitance,7.13866e-13,-2.04852e-13,7.13866e-13
5.07e+10,Resistance,26.2376,8.66051,26.2376
5.07e+10,Inductance,3.77465e-09,9.54125e-10,3.77465e-09
5.07e+10,Conductance,0.00792054,-0.00151027,0.00792054
5.07e+10,Capacitance,7.18728e-13,-2.05646e-13,7.18728e-13
5.09e+10,Resistance,26.2605,8.66284,26.2605
5.09e+10,Inductance,3.80178e-09,9.64156e-10,3.80178e-09
5.09e+10,Conductance,0.00796049,-0.0015158,0.00796049
5.09e+10,Capacitance,7.2355e-13,-2.06433e-13,7.2355e-13
5.11e+10,Resistance,26.2839,8.66567,26.2839
5.11e+10,Inductance,3.82869e-09,9.74102e-10,3.82869e-09
5.11e+10,Conductance,0.00800042,-0.0015214,0.00800042
5.11e+10,Capacitance,7.28335e-13,-2.07212e-13,7.28335e-13
5.13e+10,Resistance,26.3083,8.66885,26.3083
5.13e+10,Inductance,3.85539e-09,9.83979e-10,3.85539e-09
5.13e+10,Conductance,0.00804011,-0.00152695,0.00804011
5.13e+10,Capacitance,7.33083e-13,-2.07987e-13,7.33083e-13
5.15e+10,Resistance,26.331,8.67025,26.331
5.15e+10,Inductance,3.8819e-09,9.93786e-10,3.8819e-09
5.15e+10,Conductance,0.00807994,-0.00153227,0.00807994
5.15e+10,Capacitance,7.37793e-13,-2.08756e-13,7.37793e-13
5.17e+10,Resistance,26.354,8.67196,26.354
5.17e+10,Inductance,3.90818e-09,1.00351e-09,3.90818e-09
5.17e+10,Conductance,0.00811978,-0.00153762,0.00811978
5.17e+10,Capacitance,7.42468e-13,-2.09518e-13,7.42468e-13
5.19e+10,Resistance,26.3785,8.67559,26.3785
5.19e+10,Inductance,3.93427e-09,1.01315e-09,3.93427e-09
5.19e+10,Conductance,0.00815944,-0.00154321,0.00815944
5.19e+10,Capacitance,7.47106e-13,-2.10275e-13,7.47106e-13
5.21e+10,Resistance,26.4006,8.67823,26.4006
5.21e+10,Inductance,3.96017e-09,1.02273e-09,3.96017e-09
5.21e+10,Conductance,0.00819953,-0.0015489,0.00819953
5.21e+10,Capacitance,7.51708e-13,-2.11026e-13,7.51708e-13
5.23e+10,Resistance,26.4238,8.67977,26.4238
5.23e+10,Inductance,3.98585e-09,1.03223e-09,3.98585e-09
5.23e+10,Conductance,0.0082393,-0.00155417,0.0082393
5.23e+10,Capacitance,7.56276e-13,-2.11771e-13,7.56276e-13
5.25e+10,Resistance,26.4459,8.68105,26.4459
5.25e+10,Inductance,4.01135e-09,1.04166e-09,4.01135e-09
5.25e+10,Conductance,0.0082792,-0.00155955,0.0082792
5.25e+10,Capacitance,7.60808e-13,-2.12511e-13,7.60808e-13
5.27e+10,Resistance,26.4693,8.68555,26.4693
5.27e+10,Inductance,4.03665e-09,1.05102e-09,4.03665e-09
5.27e+10,Conductance,0.0083192,-0.00156542,0.0083192
5.27e+10,Capacitance,7.65306e-13,-2.13245e-13,7.65306e-13
5.29e+10,Resistance,26.4919,8.68666,26.4919
5.29e+10,Inductance,4.06177e-09,1.06031e-09,4.06177e-09
5.29e+10,Conductance,0.00835896,-0.00157069,0.00835896
5.29e+10,Capacitance,7.6977e-13,-2.13974e-13,7.6977e-13
5.31e+10,Resistance,26.5172,8.68938,26.5172
5.31e+10,Inductance,4.08668e-09,1.06952e-09,4.08668e-09
5.31e+10,Conductance,0.00839833,-0.00157598,0.00839833
5.31e+10,Capacitance,7.74201e-13,-2.14696e-13,7.74201e-13
5.33e+10,Resistance,26.539,8.69144,26.539
5.33e+10,Inductance,4.11142e-09,1.07867e-09,4.11142e-09
5.33e+10,Conductance,0.00843834,-0.00158149,0.00843834
5.33e+10,Capacitance,7.78599e-13,-2.15413e-13,7.78599e-13
5.35e+10,Resistance,26.5598,8.69277,26.5598
5.35e+10,Inductance,4.13597e-09,1.08775e-09,4.13597e-09
5.35e+10,Conductance,0.00847851,-0.00158698,0.00847851
5.35e+10,Capacitance,7.82963e-13,-2.16125e-13,7.82963e-13
5.37e+10,Resistance,26.5825,8.69381,26.5825
5.37e+10,Inductance,4.16033e-09,1.09676e-09,4.16033e-09
5.37e+10,Conductance,0.00851825,-0.00159222,0.00851825
5.37e+10,Capacitance,7.87295e-13,-2.16832e-13,7.87295e-13
5.39e+10,Resistance,26.6069,8.69616,26.6069
5.39e+10,Inductance,4.18452e-09,1.10571e-09,4.18452e-09
5.39e+10,Conductance,0.00855772,-0.00159753,0.00855772
5.39e+10,Capacitance,7.91595e-13,-2.17534e-13,7.91595e-13
5.41e+10,Resistance,26.6285,8.69777,26.6285
5.41e+10,Inductance,4.20853e-09,1.11459e-09,4.20853e-09
5.41e+10,Conductance,0.00859771,-0.00160297,0.00859771
5.41e+10,Capacitance,7.95862e-13,-2.18231e-13,7.95862e-13
5.43e+10,Resistance,26.6515,8.70274,26.6515
5.43e+10,Inductance,4.23235e-09,1.1234e-09,4.23235e-09
5.43e+10,Conductance,0.00863778,-0.00160897,0.00863778
5.43e+10,Capacitance,8.00101e-13,-2.18922e-13,8.00101e-13
5.45e+10,Resistance,26.6731,8.70344,26.6731
5.45e+10,Inductance,4.25601e-09,1.13215e-09,4.25601e-09
5.45e+10,Conductance,0.00867762,-0.00161421,0.00867762
5.45e+10,Capacitance,8.04304e-13,-2.19608e-13,8.04304e-13
5.47e+10,Resistance,26.697,8.70649,26.697
5.47e+10,Inductance,4.27949e-09,1.14083e-09,4.27949e-09
5.47e+10,Conductance,0.00871724,-0.00161968,0.00871724
5.47e+10,Capacitance,8.08479e-13,-2.20288e-13,8.08479e-13
5.49e+10,Resistance,26.719,8.70877,26.719
5.49e+10,Inductance,4.3028e-09,1.14945e-09,4.3028e-09
5.49e+10,Conductance,0.00875721,-0.0016252,0.00875721
5.49e+10,Capacitance,8.12624e-13,-2.20964e-13,8.12624e-13
5.51e+10,Resistance,26.7409,8.71189,26.7409
5.51e+10,Inductance,4.32594e-09,1.15801e-09,4.32594e-09
5.51e+10,Conductance,0.00879725,-0.00163094,0.00879725
5.51e+10,Capacitance,8.16739e-13,-2.21636e-13,8.16739e-13
5.53e+10,Resistance,26.762,8.71275,26.762
5.53e+10,Inductance,4.34891e-09,1.16651e-09,4.34891e-09
5.53e+10,Conductance,0.00883719,-0.00163624,0.00883719
5.53e+10,Capacitance,8.20824e-13,-2.22303e-13,8.20824e-13
5.55e+10,Resistance,26.7837,8.7148,26.7837
5.55e+10,Inductance,4.37172e-09,1.17495e-09,4.37172e-09
5.55e+10,Conductance,0.00887715,-0.00164176,0.00887715
5.55e+10,Capacitance,8.24878e-13,-2.22965e-13,8.24878e-13
5.57e+10,Resistance,26.8071,8.71673,26.8071
5.57e+10,Inductance,4.39436e-09,1.18332e-09,4.39436e-09
5.57e+10,Conductance,0.00891671,-0.00164704,0.00891671
5.57e+10,Capacitance,8.28904e-13,-2.23621e-13,8.28904e-13
5.59e+10,Resistance,26.8302,8.72147,26.8302
5.59e+10,Inductance,4.41685e-09,1.19164e-09,4.41685e-09
5.59e+10,Conductance,0.00895662,-0.00165295,0.00895662
5.59e+10,Capacitance,8.32901e-13,-2.24274e-13,8.32901e-13
5.61e+10,Resistance,26.8505,8.72209,26.8505
5.61e+10,Inductance,4.43916e-09,1.19989e-09,4.43916e-09
5.61e+10,Conductance,0.0089967,-0.0016583,0.0089967
5.61e+10,Capacitance,8.3687e-13,-2.2492e-13,8.3687e-13
5.63e+10,Resistance,26.873,8.72329,26.873
5.63e+10,Inductance,4.46133e-09,1.20809e-09,4.46133e-09
5.63e+10,Conductance,0.00903637,-0.0016635,0.00903637
5.63e+10,Capacitance,8.40811e-13,-2.25564e-13,8.40811e-13
5.65e+10,Resistance,26.8946,8.7263,26.8946
5.65e+10,Inductance,4.48334e-09,1.21623e-09,4.48334e-09
5.65e+10,Conductance,0.00907636,-0.00166918,0.00907636
5.65e+10,Capacitance,8.44723e-13,-2.26203e-13,8.44723e-13
5.67e+10,Resistance,26.9177,8.72972,26.9177
5.67e+10,Inductance,4.50518e-09,1.22431e-09,4.50518e-09
5.67e+10,Conductance,0.00911615,-0.00167481,0.00911615
5.67e+10,Capacitance,8.48609e-13,-2.26836e-13,8.48609e-13
5.69e+10,Resistance,26.9379,8.73095,26.9379
5.69e+10,Inductance,4.52688e-09,1.23234e-09,4.52688e-09
5.69e+10,Conductance,0.00915627,-0.0016803,0.00915627
5.69e+10,Capacitance,8.52466e-13,-2.27466e-13,8.52466e-13
5.71e+10,Resistance,26.958,8.73157,26.958
5.71e+10,Inductance,4.54841e-09,1.2403e-09,4.54841e-09
5.71e+10,Conductance,0.00919634,-0.00168559,0.00919634
5.71e+10,Capacitance,8.56298e-13,-2.28091e-13,8.56298e-13
5.73e+10,Resistance,26.9832,8.7353,26.9832
5.73e+10,Inductance,4.56981e-09,1.24821e-09,4.56981e-09
5.73e+10,Conductance,0.00923565,-0.00169103,0.00923565
5.73e+10,Capacitance,8.60102e-13,-2.28711e-13,8.60102e-13
5.75e+10,Resistance,26.9996,8.73515,26.9996
5.75e+10,Inductance,4.59106e-09,1.25607e-09,4.59106e-09
5.75e+10,Conductance,0.00927639,-0.00169659,0.00927639
5.75e+10,Capacitance,8.63879e-13,-2.29328e-13,8.63879e-13
5.77e+10,Resistance,27.0266,8.73909,27.0266
5.77e+10,Inductance,4.61215e-09,1.26388e-09,4.61215e-09
5.77e+10,Conductance,0.00931533,-0.00170192,0.00931533
5.77e+10,Capacitance,8.67631e-13,-2.29941e-13,8.67631e-13
5.79e+10,Resistance,27.0466,8.74044,27.0466
5.79e+10,Inductance,4.63311e-09,1.27163e-09,4.63311e-09
5.79e+10,Conductance,0.00935544,-0.00170739,0.00935544
5.79e+10,Capacitance,8.71356e-13,-2.30549e-13,8.71356e-13
5.81e+10,Resistance,27.0678,8.74268,27.0678
5.81e+10,Inductance,4.65391e-09,1.27932e-09,4.65391e-09
5.81e+10,Conductance,0.00939542,-0.00171293,0.00939542
5.81e+10,Capacitance,8.75056e-13,-2.31151e-13,8.75056e-13
5.83e+10,Resistance,27.0883,8.74664,27.0883
5.83e+10,Inductance,4.67458e-09,1.28696e-09,4.67458e-09
5.83e+10,Conductance,0.00943572,-0.0017189,0.00943572
5.83e+10,Capacitance,8.7873e-13,-2.3175e-13,8.7873e-13
5.85e+10,Resistance,27.1108,8.74795,27.1108
5.85e+10,Inductance,4.6951e-09,1.29456e-09,4.6951e-09
5.85e+10,Conductance,0.00947529,-0.00172411,0.00947529
5.85e+10,Capacitance,8.82379e-13,-2.32346e-13,8.82379e-13
5.87e+10,Resistance,27.131,8.75066,27.131
5.87e+10,Inductance,4.71548e-09,1.3021e-09,4.71548e-09
5.87e+10,Conductance,0.00951551,-0.00172984,0.00951551
5.87e+10,Capacitance,8.86005e-13,-2.32939e-13,8.86005e-13
5.89e+10,Resistance,27.1529,8.75183,27.1529
5.89e+10,Inductance,4.73573e-09,1.30959e-09,4.73573e-09
5.89e+10,Conductance,0.00955519,-0.00173509,0.00955519
5.89e+10,Capacitance,8.89604e-13,-2.33526e-13,8.89604e-13
5.91e+10,Resistance,27.1733,8.75332,27.1733
5.91e+10,Inductance,4.75583e-09,1.31702e-09,4.75583e-09
5.91e+10,Conductance,0.00959517,-0.00174051,0.00959517
5.91e+10,Capacitance,8.9318e-13,-2.34109e-13,8.9318e-13
5.93e+10,Resistance,27.1957,8.75683,27.1957
5.93e+10,Inductance,4.77581e-09,1.32441e-09,4.77581e-09
5.93e+10,Conductance,0.00963497,-0.00174621,0.00963497
5.93e+10,Capacitance,8.9673e-13,-2.34688e-13,8.9673e-13
5.95e+10,Resistance,27.2156,8.7577,27.2156
5.95e+10,Inductance,4.79564e-09,1.33175e-09,4.79564e-09
5.95e+10,Conductance,0.009675,-0.00175155,0.009675
5.95e+10,Capacitance,9.00259e-13,-2.35265e-13,9.00259e-13
5.97e+10,Resistance,27.2383,8.7612,27.2383
5.97e+10,Inductance,4.81534e-09,1.33903e-09,4.81534e-09
5.97e+10,Conductance,0.00971474,-0.00175719,0.00971474
5.97e+10,Capacitance,9.03763e-13,-2.35835e-13,9.03763e-13
5.99e+10,Resistance,27.2583,8.76128,27.2583
5.99e+10,Inductance,4.83492e-09,1.34627e-09,4.83492e-09
5.99e+10,Conductance,0.00975462,-0.00176233,0.00975462
5.99e+10,Capacitance,9.07243e-13,-2.36403e-13,9.07243e-13
6.01e+10,Resistance,27.2785,8.76336,27.2785
6.01e+10,Inductance,4.85436e-09,1.35347e-09,4.85436e-09
6.01e+10,Conductance,0.00979473,-0.00176794,0.00979473
6.01e+10,Capacitance,9.10701e-13,-2.36969e-13,9.10701e-13
6.03e+10,Resistance,27.3009,8.76723,27.3009
6.03e+10,Inductance,4.87367e-09,1.36061e-09,4.87367e-09
6.03e+10,Conductance,0.00983452,-0.00177369,0.00983452
6.03e+10,Capacitance,9.14135e-13,-2.37528e-13,9.14135e-13
6.05e+10,Resistance,27.3222,8.76869,27.3222
6.05e+10,Inductance,4.89286e-09,1.36771e-09,4.89286e-09
6.05e+10,Conductance,0.0098743,-0.001779,0.0098743
6.05e+10,Capacitance,9.17547e-13,-2.38085e-13,9.17547e-13
6.07e+10,Resistance,27.3444,8.77292,27.3444
6.07e+10,Inductance,4.91192e-09,1.37475e-09,4.91192e-09
6.07e+10,Conductance,0.00991411,-0.00178481,0.00991411
6.07e+10,Capacitance,9.20936e-13,-2.38638e-13,9.20936e-13
6.09e+10,Resistance,27.3657,8.77343,27.3657
6.09e+10,Inductance,4.93085e-09,1.38176e-09,4.93085e-09
6.09e+10,Conductance,0.00995378,-0.00178994,0.00995378
6.09e+10,Capacitance,9.24304e-13,-2.39188e-13,9.24304e-13
6.11e+10,Resistance,27.3865,8.77398,27.3865
6.11e+10,Inductance,4.94966e-09,1.38872e-09,4.94966e-09
6.11e+10,Conductance,0.0099935,-0.00179509,0.0099935
6.11e+10,Capacitance,9.27648e-13,-2.39734e-13,9.27648e-13
6.13e+10,Resistance,27.402,8.77348,27.402
6.13e+10,Inductance,4.96834e-09,1.39562e-09,4.96834e-09
6.13e+10,Conductance,0.0100343,-0.00180056,0.0100343
6.13e+10,Capacitance,9.30972e-13,-2.40275e-13,9.30972e-13
6.15e+10,Resistance,27.4241,8.77828,27.4241
6.15e+10,Inductance,4.98691e-09,1.4025e-09,4.98691e-09
6.15e+10,Conductance,0.0100742,-0.00180653,0.0100742
6.15e+10,Capacitance,9.34273e-13,-2.40815e-13,9.34273e-13
6.17e+10,Resistance,27.4434,8.77848,27.4434
6.17e+10,Inductance,5.00535e-09,1.40932e-09,5.00535e-09
6.17e+10,Conductance,0.0101142,-0.00181178,0.0101142
6.17e+10,Capacitance,9.37554e-13,-2.41351e-13,9.37554e-13
6.19e+10,Resistance,27.4656,8.78418,27.4656
6.19e+10,Inductance,5.02368e-09,1.41609e-09,5.02368e-09
6.19e+10,Conductance,0.0101542,-0.00181793,0.0101542
6.19e+10,Capacitance,9.40812e-13,-2.41881e-13,9.40812e-13
6.21e+10,Resistance,27.487,8.78355,27.487
6.21e+10,Inductance,5.04188e-09,1.42283e-09,5.04188e-09
6.21e+10,Conductance,0.0101936,-0.00182272,0.0101936
6.21e+10,Capacitance,9.44052e-13,-2.42411e-13,9.44052e-13
6.23e+10,Resistance,27.5096,8.78837,27.5096
6.23e+10,Inductance,5.05997e-09,1.42952e-09,5.05997e-09
6.23e+10,Conductance,0.0102334,-0.00182862,0.0102334
6.23e+10,Capacitance,9.47269e-13,-2.42935e-13,9.47269e-13
6.25e+10,Resistance,27.5281,8.788,27.5281
6.25e+10,Inductance,5.07795e-09,1.43617e-09,5.07795e-09
6.25e+10,Conductance,0.0102735,-0.00183379,0.0102735
6.25e+10,Capacitance,9.50464e-13,-2.43456e-13,9.50464e-13
6.27e+10,Resistance,27.5484,8.79045,27.5484
6.27e+10,Inductance,5.09581e-09,1.44278e-09,5.09581e-09
6.27e+10,Conductance,0.0103135,-0.00183942,0.0103135
6.27e+10,Capacitance,9.53641e-13,-2.43975e-13,9.53641e-13
