R,L,G,C 
-47.71333102,4.81E-09,0.0018705,-1.67E-14
-56.22988265,1.07E-08,0.001890047,-2.14E-13
-34.86377911,3.13E-08,-0.001458,-7.09E-13
30.57782705,6.03E-08,-0.009590128,-1.70E-12
169.7606034,1.77E-07,-0.075056118,-2.08E-11
387.02418,4.39E-07,0.381048157,8.36E-11
-4.234637841,8.81E-12,-0.000111952,9.57E-15
-9.512950146,1.94E-10,0.000160991,1.70E-14
-24.97257677,1.20E-09,0.00083857,2.31E-14
-39.22708427,3.19E-09,0.001740017,-2.90E-14
-56.25985991,1.07E-08,0.001895377,-2.13E-13
-44.54588661,2.20E-08,-0.001387262,-6.81E-13
30.97917382,6.03E-08,-0.009673327,-1.71E-12
139.3800885,1.18E-07,-0.038707074,-1.05E-11
385.1942043,4.39E-07,0.381214675,8.36E-11
-1.152684284,-3.81E-11,-0.000141167,2.86E-15
-3.808920915,3.81E-12,-9.66E-05,8.97E-15
-13.33634208,3.43E-10,0.000140496,2.25E-14
-24.98484418,1.19E-09,0.000840016,2.33E-14
-47.76999844,4.79E-09,0.001878854,-1.57E-14
-56.23812151,1.07E-08,0.001899652,-2.13E-13
-34.54912489,3.13E-08,-0.001487859,-7.13E-13
30.7424027,6.03E-08,-0.009597767,-1.70E-12
170.7060095,1.77E-07,-0.075063736,-2.08E-11
386.1550396,4.39E-07,0.381389588,8.36E-11
-0.036776589,-2.14E-11,-8.54E-05,-7.87E-17
-0.584286938,-2.66E-11,-8.80E-05,2.00E-15
-3.871648966,6.99E-12,-9.07E-05,8.97E-15
-9.53532861,1.98E-10,0.000175797,1.68E-14
-24.99276113,1.19E-09,0.000839333,2.33E-14
-39.24317345,3.19E-09,0.00173772,-2.88E-14
-56.19933727,1.07E-08,0.00189043,-2.15E-13
-44.64117699,2.20E-08,-0.001392952,-6.82E-13
30.66829807,6.03E-08,-0.009598738,-1.70E-12
139.6715629,1.17E-07,-0.038759016,-1.05E-11
390.4163682,4.39E-07,0.381176658,8.36E-11
-0.635715835,-1.19E-11,1.56E-04,-6.10E-16
-0.044983364,-2.14E-11,-8.08E-05,1.18E-16
-1.062926817,-3.70E-11,-0.000129369,2.80E-15
-3.875294491,6.20E-12,-9.34E-05,9.01E-15
-13.34605258,3.41E-10,0.000137059,2.27E-14
-25.00734218,1.20E-09,0.000839689,2.34E-14
-47.78152279,4.81E-09,0.001884676,-1.62E-14
-56.31548585,1.07E-08,0.0018996,-2.13E-13
-34.91381081,3.13E-08,-0.001455106,-7.10E-13
30.52752034,6.03E-08,-0.009628241,-1.71E-12
169.0892528,1.77E-07,-0.074995481,-2.08E-11
384.9527258,4.39E-07,0.380835553,8.36E-11
-0.018924283,-1.39E-12,-1.48E-05,-3.86E-16
-0.116245659,-5.14E-12,-1.21E-06,-7.48E-16
-0.029043846,-2.06E-11,-6.82E-05,1.73E-16
-0.633079507,-2.56E-11,-8.92E-05,2.01E-15
-3.879987038,6.41E-12,-9.25E-05,8.98E-15
-9.547910089,1.98E-10,0.000176057,1.68E-14
-25.02205848,1.20E-09,0.000843669,2.31E-14
-39.26488426,3.19E-09,0.001740061,-2.91E-14
-56.25149305,1.07E-08,0.001893458,-2.13E-13
-44.54517435,2.20E-08,-0.001403164,-6.81E-13
30.54896415,6.03E-08,-0.009592705,-1.70E-12
139.3825606,1.18E-07,-0.038783039,-1.05E-11
383.0794913,4.39E-07,0.381524846,8.36E-11
-0.005806878,3.81E-14,-1.06E-06,-1.46E-16
0.01979272,-1.53E-12,-1.23E-05,-2.82E-16
-0.358958998,-1.03E-11,1.03E-04,-7.76E-16
-0.024690068,-2.08E-11,-6.84E-05,1.78E-16
-1.056017722,-3.73E-11,-0.000129681,2.80E-15
-3.865140724,6.30E-12,-9.19E-05,9.00E-15
-13.35368187,3.43E-10,0.000140876,2.26E-14
-24.99083688,1.20E-09,0.000838179,2.33E-14
-47.74615703,4.80E-09,0.001874507,-1.59E-14
-56.21724773,1.07E-08,0.001879039,-2.14E-13
-34.84437956,3.13E-08,-0.001497555,-7.10E-13
30.52307427,6.03E-08,-0.009592384,-1.70E-12
170.117766,1.77E-07,-0.074947629,-2.07E-11
379.4226487,4.39E-07,0.381084359,8.35E-11
-0.017271472,5.30E-13,2.51E-06,-2.70E-17
1.28E-03,4.78E-13,5.65E-06,-1.18E-16
0.018914112,-1.50E-12,-1.24E-05,-2.85E-16
-0.114316311,-5.13E-12,-1.04E-07,-7.52E-16
-0.047500912,-2.13E-11,-8.13E-05,1.20E-16
-0.590093873,-2.65E-11,-8.80E-05,2.00E-15
-3.835049552,4.97E-12,-9.53E-05,8.99E-15
-9.538001694,1.95E-10,0.000163273,1.70E-14
-25.15876432,1.19E-09,0.000816686,2.39E-14
-39.71693824,3.20E-09,0.001718049,-2.74E-14
-57.60052457,1.08E-08,0.001892414,-2.10E-13
-46.97088605,2.21E-08,-0.001284314,-6.74E-13
26.57526387,6.07E-08,-0.009461808,-1.71E-12
132.9902889,1.18E-07,-0.038329295,-1.05E-11
379.3340754,4.42E-07,0.381140348,8.35E-11
-0.019937398,3.64E-13,8.51E-07,1.36E-17
-0.017123167,5.24E-13,2.49E-06,-2.56E-17
-0.006101866,4.54E-14,-1.03E-06,-1.45E-16
-0.017719787,-1.40E-12,-1.51E-05,-3.82E-16
-0.639507203,-1.18E-11,1.57E-04,-6.26E-16
-0.034796956,-2.15E-11,-8.53E-05,-7.85E-17
-1.151810754,-3.81E-11,-0.000141371,2.85E-15
-4.222960067,8.24E-12,-0.000113308,9.56E-15
-14.45285513,3.61E-10,1.26E-04,2.53E-14
-27.10967628,1.26E-09,0.000938872,2.74E-14
-52.08142921,5.04E-09,0.002213746,-1.09E-14
-62.27326493,1.12E-08,0.002589111,-2.27E-13
-42.25243908,3.27E-08,-0.000617797,-7.91E-13
23.96372582,6.30E-08,-0.009502999,-1.94E-12
171.8035624,1.84E-07,-0.077455823,-2.14E-11
400.4841174,4.53E-07,0.368386156,8.05E-11
5.34E+10,5.34E+10,5.34E+10,5.34E+10
407.0853212,4.53E-07,0.369370185,8.05E-11
170.2312615,1.84E-07,-0.077668194,-2.14E-11
379.9468429,4.42E-07,0.381474275,8.35E-11
23.15914022,6.30E-08,-0.009530484,-1.95E-12
132.3249414,1.18E-07,-0.038383402,-1.05E-11
382.7291096,4.39E-07,0.381468791,8.35E-11
-42.70763268,3.27E-08,-0.000621748,-7.92E-13
26.01734033,6.07E-08,-0.009378872,-1.70E-12
171.2978817,1.77E-07,-0.075082264,-2.07E-11
388.351578,4.39E-07,0.382125525,8.36E-11
-62.56627642,1.12E-08,0.002606347,-2.28E-13
-47.5466861,2.21E-08,-0.001237813,-6.71E-13
30.18278963,6.04E-08,-0.009677439,-1.71E-12
139.1352705,1.18E-07,-0.038882888,-1.05E-11
384.9044651,4.39E-07,0.381305582,8.36E-11
-52.24385159,5.02E-09,0.002221005,-1.02E-14
-58.01011138,1.07E-08,0.001925645,-2.05E-13
-35.28160975,3.13E-08,-0.001469383,-7.09E-13
30.45875311,6.03E-08,-0.009598646,-1.70E-12
171.7932102,1.77E-07,-0.074960946,-2.07E-11
384.5707738,4.39E-07,0.381341739,8.35E-11
-27.09493309,1.25E-09,0.000935356,2.74E-14
-39.76928712,3.17E-09,0.001714144,-2.57E-14
-56.46842425,1.07E-08,0.001892147,-2.12E-13
-44.95720218,2.19E-08,-0.001355507,-6.78E-13
30.59280399,6.03E-08,-0.009549001,-1.70E-12
139.9844714,1.18E-07,-0.038854075,-1.05E-11
388.0039195,4.39E-07,0.381691114,8.36E-11
-14.41307704,3.57E-10,1.24E-04,2.52E-14
-25.10848983,1.18E-09,0.000808568,2.43E-14
-47.82348522,4.78E-09,0.001875901,-1.56E-14
-56.48753183,1.07E-08,0.001913251,-2.12E-13
-35.23344688,3.12E-08,-0.001428651,-7.08E-13
30.4536259,6.04E-08,-0.009606261,-1.71E-12
170.3903369,1.77E-07,-0.075222776,-2.08E-11
388.1290996,4.39E-07,0.381596928,8.36E-11
-4.181874981,6.58E-12,-0.000115384,9.50E-15
-9.451777018,1.89E-10,0.000156131,1.70E-14
-24.94117654,1.19E-09,0.000834476,2.35E-14
-39.28021267,3.17E-09,0.00174509,-2.80E-14
-56.51714055,1.07E-08,0.001918486,-2.11E-13
-44.89112379,2.20E-08,-0.001360928,-6.80E-13
30.85605509,6.04E-08,-0.009689961,-1.71E-12
139.798771,1.18E-07,-0.038824018,-1.05E-11
386.2971813,4.39E-07,0.38176358,8.36E-11
-1.123550227,-3.89E-11,-0.00014223,2.79E-15
-3.760115269,1.80E-12,-9.93E-05,8.90E-15
-13.27269605,3.36E-10,0.000134795,2.26E-14
-24.95318163,1.18E-09,0.000835836,2.37E-14
-47.88033773,4.77E-09,0.001884008,-1.45E-14
-56.49510175,1.07E-08,0.001922823,-2.11E-13
-34.91761144,3.13E-08,-0.001458411,-7.11E-13
30.616822,6.03E-08,-0.00961403,-1.70E-12
171.3335117,1.77E-07,-0.075229995,-2.08E-11
387.258143,4.39E-07,0.381939305,8.36E-11
-0.046447832,-2.16E-11,-8.81E-05,-9.11E-17
-0.56658818,-2.71E-11,-8.81E-05,1.95E-15
-3.825052106,4.95E-12,-9.36E-05,8.90E-15
-9.475989981,1.93E-10,0.000170888,1.69E-14
-24.96073896,1.18E-09,0.000835238,2.37E-14
-39.2938352,3.17E-09,0.001742288,-2.78E-14
-56.45655576,1.07E-08,0.001913674,-2.13E-13
-44.98703117,2.20E-08,-0.00136662,-6.81E-13
30.54267902,6.03E-08,-0.009614822,-1.71E-12
140.0932556,1.18E-07,-0.038877109,-1.05E-11
391.5199231,4.39E-07,0.381726796,8.36E-11
-0.74522428,-1.20E-11,1.78E-04,-6.06E-16
-0.061310808,-2.16E-11,-8.38E-05,1.10E-16
-1.041890184,-3.77E-11,-0.000131054,2.74E-15
-3.829320582,4.16E-12,-9.64E-05,8.95E-15
-13.28268879,3.34E-10,0.000131213,2.27E-14
-24.97541071,1.18E-09,0.000835584,2.38E-14
-47.89234384,4.78E-09,0.001889901,-1.51E-14
-56.57300999,1.07E-08,0.001922754,-2.12E-13
-35.28348336,3.13E-08,-0.001425634,-7.09E-13
30.40207,6.03E-08,-0.009644409,-1.71E-12
169.7132433,1.77E-07,-0.075161845,-2.08E-11
386.0463441,4.39E-07,0.381385098,8.36E-11
-0.037926362,-1.31E-12,-1.71E-05,-3.88E-16
-0.146528616,-5.03E-12,4.01E-06,-7.86E-16
-0.041908288,-2.07E-11,-7.05E-05,1.74E-16
-0.616617706,-2.60E-11,-8.97E-05,1.96E-15
-3.834055097,4.37E-12,-9.55E-05,8.91E-15
-9.488608609,1.93E-10,0.000171154,1.69E-14
-24.99070098,1.19E-09,0.000839525,2.35E-14
-39.31808569,3.17E-09,0.00174514,-2.81E-14
-56.50911916,1.07E-08,0.001916683,-2.12E-13
-44.89070702,2.19E-08,-0.001376776,-6.80E-13
30.42564677,6.03E-08,-0.009609472,-1.70E-12
139.7973017,1.18E-07,-0.038898537,-1.05E-11
384.1935359,4.39E-07,0.382072255,8.36E-11
-0.016983171,9.50E-14,-1.74E-06,-1.45E-16
3.79E-03,-1.43E-12,-1.45E-05,-2.79E-16
-0.450452248,-1.01E-11,1.21E-04,-8.13E-16
-0.037760158,-2.09E-11,-7.06E-05,1.79E-16
-1.035075802,-3.80E-11,-0.000131369,2.74E-15
-3.8185122,4.27E-12,-9.48E-05,8.94E-15
-13.29000539,3.37E-10,0.00013516,2.26E-14
-24.95925047,1.18E-09,0.000834058,2.37E-14
-47.85618599,4.77E-09,0.00187986,-1.48E-14
-56.47292313,1.07E-08,0.001902234,-2.12E-13
-35.20881145,3.13E-08,-0.001468417,-7.09E-13
30.40347745,6.03E-08,-0.009609987,-1.70E-12
170.7540975,1.77E-07,-0.075115473,-2.07E-11
380.5171242,4.39E-07,0.381633832,8.35E-11
-0.020640635,5.50E-13,2.38E-06,-2.61E-17
-0.003100837,5.18E-13,5.76E-06,-1.16E-16
0.002905582,-1.40E-12,-1.46E-05,-2.81E-16
-0.144777541,-5.02E-12,5.20E-06,-7.89E-16
-0.063926189,-2.15E-11,-8.44E-05,1.13E-16
-0.572346371,-2.69E-11,-8.81E-05,1.95E-15
-3.786191432,2.95E-12,-9.80E-05,8.93E-15
-9.476827066,1.90E-10,0.000158404,1.70E-14
-25.12291702,1.18E-09,0.000812454,2.43E-14
-39.76364398,3.18E-09,0.001722512,-2.64E-14
-57.85187654,1.07E-08,0.001914608,-2.08E-13
-47.31511071,2.21E-08,-0.001258902,-6.73E-13
26.43614766,6.07E-08,-0.009478192,-1.71E-12
133.3684042,1.18E-07,-0.038440865,-1.05E-11
380.3912409,4.42E-07,0.381693581,8.35E-11
-0.022081808,3.74E-13,7.64E-07,1.38E-17
-0.020509763,5.44E-13,2.36E-06,-2.48E-17
-0.017332658,1.02E-13,-1.72E-06,-1.45E-16
-0.03686457,-1.31E-12,-1.75E-05,-3.84E-16
-0.750806809,-1.19E-11,1.79E-04,-6.25E-16
-0.044855393,-2.17E-11,-8.80E-05,-9.03E-17
-1.122754369,-3.89E-11,-0.000142436,2.78E-15
-4.170232161,6.01E-12,-0.000116729,9.48E-15
-14.38008023,3.54E-10,1.19E-04,2.53E-14
-27.07034629,1.25E-09,0.00093286,2.78E-14
-52.19442067,5.01E-09,0.002217507,-9.66E-15
-62.54828225,1.12E-08,0.002614182,-2.25E-13
-42.66966972,3.27E-08,-0.000579492,-7.89E-13
23.7787578,6.30E-08,-0.009507579,-1.94E-12
172.4182717,1.84E-07,-0.0776214,-2.14E-11
401.7203545,4.53E-07,0.368866673,8.05E-11
5.35E+10,5.35E+10,5.35E+10,5.35E+10
408.3276939,4.53E-07,0.369850869,8.05E-11
170.8458058,1.84E-07,-0.077834501,-2.14E-11
381.0043188,4.42E-07,0.382026844,8.35E-11
22.97290766,6.30E-08,-0.009534878,-1.95E-12
132.6999441,1.19E-07,-0.038494455,-1.05E-11
383.8277659,4.39E-07,0.382016836,8.35E-11
-43.12538744,3.27E-08,-0.000583412,-7.90E-13
25.87483445,6.07E-08,-0.00939474,-1.70E-12
171.935107,1.77E-07,-0.075250255,-2.07E-11
389.470058,4.39E-07,0.382672663,8.36E-11
-62.84076369,1.12E-08,0.002631474,-2.26E-13
-47.89181137,2.20E-08,-0.001212209,-6.70E-13
30.06295674,6.04E-08,-0.009695203,-1.71E-12
139.5492538,1.18E-07,-0.038998675,-1.05E-11
385.9975505,4.39E-07,0.3818544,8.36E-11
-52.35571777,4.99E-09,0.002224654,-8.94E-15
-58.26101598,1.07E-08,0.001947718,-2.04E-13
-35.64764372,3.12E-08,-0.001440003,-7.07E-13
30.33202605,6.03E-08,-0.009615029,-1.70E-12
172.4173385,1.77E-07,-0.075126813,-2.07E-11
385.6685079,4.39E-07,0.381890466,8.35E-11
-27.05485406,1.24E-09,0.000929296,2.78E-14
-39.81481841,3.15E-09,0.001718449,-2.47E-14
-56.72374054,1.07E-08,0.001915276,-2.10E-13
-45.30422828,2.19E-08,-0.001328901,-6.77E-13
30.46410459,6.03E-08,-0.009564613,-1.70E-12
140.4067302,1.18E-07,-0.038972076,-1.05E-11
389.1133058,4.39E-07,0.382239403,8.36E-11
-14.33997869,3.49E-10,1.17E-04,2.52E-14
-25.07176823,1.17E-09,0.000804262,2.47E-14
-47.93266119,4.76E-09,0.001881183,-1.45E-14
-56.74483126,1.07E-08,0.001936448,-2.10E-13
-35.604417,3.12E-08,-0.001399071,-7.06E-13
30.3280685,6.04E-08,-0.00962219,-1.71E-12
171.0210004,1.77E-07,-0.075389576,-2.08E-11
389.2363253,4.39E-07,0.382144927,8.36E-11
-4.12916976,4.38E-12,-0.000118778,9.42E-15
-9.390441797,1.84E-10,0.00015126,1.71E-14
-24.90902834,1.17E-09,0.00083031,2.38E-14
-39.33240003,3.15E-09,0.001750056,-2.70E-14
-56.77405317,1.07E-08,0.001941588,-2.10E-13
-45.2370575,2.19E-08,-0.001334392,-6.79E-13
30.73157937,6.04E-08,-0.009706392,-1.71E-12
140.2178575,1.18E-07,-0.038941188,-1.05E-11
387.4024674,4.39E-07,0.382311712,8.36E-11
-1.094530053,-3.96E-11,-0.000143248,2.73E-15
-3.711397932,-1.85E-13,-1.02E-04,8.84E-15
-13.20869069,3.30E-10,1.29E-04,2.26E-14
-24.92075691,1.17E-09,0.000831583,2.41E-14
-47.98967261,4.75E-09,0.001889039,-1.34E-14
-56.75171233,1.07E-08,0.001945988,-2.09E-13
-35.28740232,3.13E-08,-0.001428727,-7.10E-13
30.48987669,6.03E-08,-0.009630088,-1.71E-12
171.9619247,1.77E-07,-0.075396393,-2.08E-11
388.3635312,4.39E-07,0.382488254,8.36E-11
-0.055791835,-2.18E-11,-9.07E-05,-1.04E-16
-0.548985414,-2.75E-11,-8.83E-05,1.91E-15
-3.778549117,2.94E-12,-9.64E-05,8.84E-15
-9.416455045,1.88E-10,0.000165965,1.69E-14
-24.9279413,1.17E-09,0.000831073,2.41E-14
-39.34351347,3.15E-09,0.001746742,-2.68E-14
-56.71340734,1.07E-08,0.001936913,-2.11E-13
-45.33358236,2.19E-08,-0.001340087,-6.80E-13
30.41569678,6.03E-08,-0.009630701,-1.71E-12
140.5153588,1.18E-07,-0.038995437,-1.05E-11
392.6256691,4.39E-07,0.38227618,8.36E-11
-0.852004895,-1.20E-11,1.99E-04,-6.00E-16
-0.07713212,-2.17E-11,-8.68E-05,1.03E-16
-1.020958603,-3.84E-11,-0.000132697,2.68E-15
-3.783348459,2.15E-12,-9.94E-05,8.88E-15
-13.2189137,3.28E-10,0.00012536,2.27E-14
-24.94270296,1.17E-09,0.000831409,2.42E-14
-48.00216234,4.76E-09,0.001895003,-1.40E-14
-56.83016709,1.07E-08,0.001945901,-2.10E-13
-35.65446013,3.12E-08,-0.001395929,-7.08E-13
30.27524026,6.03E-08,-0.009660372,-1.71E-12
170.3380674,1.77E-07,-0.075328349,-2.08E-11
387.1420697,4.39E-07,0.381933892,8.36E-11
-0.056653196,-1.22E-12,-1.94E-05,-3.90E-16
-0.176112225,-4.92E-12,9.71E-06,-8.22E-16
-0.054856626,-2.08E-11,-7.29E-05,1.74E-16
-0.600214125,-2.65E-11,-9.02E-05,1.92E-15
-3.788127528,2.36E-12,-9.85E-05,8.85E-15
-9.429110004,1.89E-10,0.000166239,1.69E-14
-24.95858087,1.17E-09,0.000835307,2.38E-14
-39.37034565,3.15E-09,0.001750114,-2.71E-14
-56.76639654,1.07E-08,0.001939902,-2.10E-13
-45.23696734,2.19E-08,-0.001350185,-6.79E-13
30.30093253,6.03E-08,-0.009626042,-1.70E-12
140.2122654,1.18E-07,-0.039014222,-1.05E-11
385.3099468,4.39E-07,0.382618881,8.36E-11
-0.028106576,1.51E-13,-2.41E-06,-1.45E-16
-0.012255722,-1.34E-12,-1.69E-05,-2.75E-16
-0.54380159,-1.00E-11,1.40E-04,-8.47E-16
-0.05091694,-2.10E-11,-7.30E-05,1.79E-16
-1.014246972,-3.87E-11,-0.000133017,2.68E-15
-3.771977911,2.26E-12,-9.77E-05,8.87E-15
-13.22596858,3.30E-10,0.00012943,2.27E-14
-24.92691496,1.17E-09,0.000829864,2.40E-14
-47.96523452,4.75E-09,0.001885094,-1.37E-14
-56.72825912,1.07E-08,0.001925428,-2.11E-13
-35.57455395,3.12E-08,-0.001439038,-7.08E-13
30.28253424,6.03E-08,-0.0096274,-1.70E-12
171.3914559,1.77E-07,-0.075283478,-2.07E-11
381.6139812,4.39E-07,0.382182524,8.35E-11
-0.023945474,5.70E-13,2.26E-06,-2.53E-17
-0.007422918,5.57E-13,5.86E-06,-1.14E-16
-0.013163061,-1.31E-12,-1.70E-05,-2.78E-16
-0.17461278,-4.91E-12,1.10E-05,-8.25E-16
-0.079880244,-2.16E-11,-8.75E-05,1.06E-16
-0.554697573,-2.74E-11,-8.83E-05,1.91E-15
-3.737421097,9.48E-13,-1.01E-04,8.86E-15
-9.415489626,1.86E-10,0.000153524,1.71E-14
-25.08633091,1.17E-09,0.000808153,2.47E-14
-39.80939324,3.16E-09,0.00172687,-2.54E-14
-58.10280737,1.07E-08,0.001936793,-2.06E-13
-47.65994423,2.20E-08,-0.001233303,-6.72E-13
26.29572935,6.08E-08,-0.009494394,-1.71E-12
133.7467534,1.19E-07,-0.038552631,-1.05E-11
381.4505438,4.42E-07,0.382246052,8.35E-11
-0.024174888,3.84E-13,6.84E-07,1.39E-17
-0.023833026,5.64E-13,2.23E-06,-2.40E-17
-0.028518957,1.58E-13,-2.39E-06,-1.44E-16
-0.055760323,-1.22E-12,-2.00E-05,-3.85E-16
-0.859572266,-1.20E-11,2.01E-04,-6.20E-16
-0.054606301,-2.19E-11,-9.07E-05,-1.03E-16
-1.093818342,-3.97E-11,-0.000143459,2.72E-15
-4.117565592,3.82E-12,-0.000120114,9.41E-15
-14.30690391,3.47E-10,1.12E-04,2.53E-14
-27.03017746,1.23E-09,0.000926771,2.83E-14
-52.30625578,4.99E-09,0.002221119,-8.38E-15
-62.82280084,1.12E-08,0.002639205,-2.23E-13
-43.08828549,3.27E-08,-0.000540953,-7.87E-13
23.59211172,6.30E-08,-0.009511871,-1.95E-12
173.0336216,1.84E-07,-0.077786987,-2.14E-11
402.9595295,4.53E-07,0.369346171,8.05E-11
5.36E+10,5.36E+10,5.36E+10,5.36E+10
409.5729946,4.53E-07,0.370330534,8.05E-11
171.4609981,1.84E-07,-0.078000822,-2.14E-11
382.0639247,4.42E-07,0.382578654,8.35E-11
22.78499926,6.30E-08,-0.009538983,-1.95E-12
133.0751707,1.19E-07,-0.038605702,-1.05E-11
384.9288067,4.39E-07,0.382564096,8.35E-11
-43.5445188,3.27E-08,-0.000544841,-7.88E-13
25.7310224,6.08E-08,-0.009410425,-1.70E-12
172.5733503,1.77E-07,-0.075418407,-2.07E-11
390.5908798,4.39E-07,0.38321902,8.36E-11
-63.11474644,1.12E-08,0.002656553,-2.24E-13
-48.23753741,2.20E-08,-0.001186419,-6.69E-13
29.94178179,6.04E-08,-0.009712777,-1.71E-12
139.9634514,1.18E-07,-0.039114649,-1.05E-11
387.0927423,4.39E-07,0.382402467,8.36E-11
-52.46642161,4.96E-09,0.002228153,-7.67E-15
-58.51148742,1.07E-08,0.00196978,-2.02E-13
-36.01498512,3.12E-08,-0.001410382,-7.06E-13
30.20388952,6.03E-08,-0.009631212,-1.71E-12
173.04228,1.77E-07,-0.075292817,-2.08E-11
386.7684498,4.39E-07,0.382438435,8.35E-11
-27.01393874,1.22E-09,0.000923159,2.83E-14
-39.85939345,3.13E-09,0.00172265,-2.37E-14
-56.97871138,1.06E-08,0.001938402,-2.09E-13
-45.65197625,2.19E-08,-0.001302093,-6.76E-13
30.33401771,6.03E-08,-0.009580017,-1.70E-12
140.8293992,1.18E-07,-0.039090309,-1.05E-11
390.2249933,4.39E-07,0.382786923,8.36E-11
-14.2664816,3.42E-10,1.10E-04,2.52E-14
-25.03431155,1.15E-09,0.000799887,2.50E-14
-48.04085398,4.73E-09,0.001886347,-1.34E-14
-57.00177366,1.06E-08,0.001959637,-2.09E-13
-35.97668559,3.12E-08,-0.001369258,-7.05E-13
30.20115269,6.04E-08,-0.009637912,-1.71E-12
171.6525895,1.77E-07,-0.075556517,-2.08E-11
390.3458587,4.39E-07,0.382692153,8.36E-11
-4.076522812,2.21E-12,-0.000122136,9.35E-15
-9.328950531,1.79E-10,0.000146379,1.71E-14
-24.87613445,1.16E-09,0.000826071,2.42E-14
-39.38364477,3.13E-09,0.001754916,-2.60E-14
-57.03059072,1.06E-08,0.001964682,-2.08E-13
-45.5836824,2.19E-08,-0.001307656,-6.78E-13
30.60574455,6.04E-08,-0.009722617,-1.71E-12
140.6373449,1.18E-07,-0.039058582,-1.05E-11
388.5100642,4.39E-07,0.382859068,8.36E-11
-1.065618781,-4.03E-11,-0.00014422,2.67E-15
-3.662775937,-2.14E-12,-1.05E-04,8.77E-15
-13.14433023,3.23E-10,1.23E-04,2.26E-14
-24.88757312,1.16E-09,0.000827256,2.44E-14
-48.09799862,4.72E-09,0.001893945,-1.24E-14
-57.0079463,1.06E-08,0.001969145,-2.08E-13
-35.65849392,3.12E-08,-0.001398808,-7.09E-13
30.36156467,6.04E-08,-0.00964594,-1.71E-12
172.5912445,1.77E-07,-0.075562929,-2.08E-11
389.471206,4.39E-07,0.383036434,8.36E-11
-0.064788927,-2.20E-11,-9.32E-05,-1.17E-16
-0.531492149,-2.79E-11,-8.84E-05,1.86E-15
-3.732142085,9.65E-13,-9.93E-05,8.77E-15
-9.356730331,1.83E-10,0.00016103,1.70E-14
-24.89437095,1.16E-09,0.000826837,2.45E-14
-39.39220724,3.13E-09,0.001751082,-2.58E-14
-56.96988507,1.07E-08,0.001960145,-2.10E-13
-45.68082519,2.19E-08,-0.001313354,-6.79E-13
30.28734919,6.04E-08,-0.009646373,-1.71E-12
140.9378681,1.18E-07,-0.039113997,-1.05E-11
393.7336086,4.39E-07,0.382824809,8.36E-11
-0.955870731,-1.21E-11,2.20E-04,-5.91E-16
-0.092457841,-2.19E-11,-8.97E-05,9.49E-17
-1.000125077,-3.91E-11,-0.000134298,2.62E-15
-3.73738341,1.70E-13,-1.02E-04,8.82E-15
-13.15473134,3.21E-10,1.19E-04,2.27E-14
-24.90922177,1.16E-09,0.000827163,2.46E-14
-48.11097383,4.74E-09,0.00189998,-1.29E-14
-57.08695006,1.06E-08,0.001969039,-2.08E-13
-36.02673722,3.12E-08,-0.001365992,-7.06E-13
30.14702903,6.04E-08,-0.009676128,-1.71E-12
170.9637211,1.77E-07,-0.075494991,-2.08E-11
388.2399058,4.39E-07,0.382481934,8.36E-11
-0.075143928,-1.13E-12,-2.18E-05,-3.92E-16
-0.20531418,-4.81E-12,1.58E-05,-8.57E-16
-0.067908398,-2.10E-11,-7.54E-05,1.74E-16
-0.583894593,-2.69E-11,-9.07E-05,1.87E-15
-3.742209372,3.76E-13,-1.01E-04,8.78E-15
-9.369420857,1.84E-10,0.000161311,1.69E-14
-24.92570123,1.16E-09,0.000831016,2.42E-14
-39.42166256,3.13E-09,0.001754981,-2.61E-14
-57.0233179,1.06E-08,0.001963113,-2.08E-13
-45.58394986,2.19E-08,-0.001323391,-6.78E-13
30.17481931,6.04E-08,-0.009642413,-1.70E-12
140.6274491,1.18E-07,-0.039130094,-1.05E-11
386.4287244,4.39E-07,0.383164721,8.36E-11
-0.039173704,2.05E-13,-3.06E-06,-1.45E-16
-0.02839401,-1.24E-12,-1.94E-05,-2.72E-16
-0.638876692,-9.89E-12,1.60E-04,-8.79E-16
-0.064178611,-2.11E-11,-7.55E-05,1.79E-16
-0.993523324,-3.94E-11,-0.000134625,2.62E-15
-3.725539908,2.85E-13,-1.01E-04,8.81E-15
-13.16157569,3.23E-10,1.24E-04,2.27E-14
-24.89383262,1.16E-09,0.000825598,2.44E-14
-48.07329766,4.73E-09,0.001890208,-1.26E-14
-56.98324873,1.06E-08,0.001948619,-2.09E-13
-35.94160376,3.12E-08,-0.001409417,-7.07E-13
30.16024245,6.03E-08,-0.009644621,-1.70E-12
172.0298371,1.77E-07,-0.075451645,-2.07E-11
382.7132223,4.40E-07,0.382730434,8.35E-11
-0.027191782,5.90E-13,2.14E-06,-2.45E-17
-0.011709102,5.96E-13,5.94E-06,-1.12E-16
-0.029331714,-1.21E-12,-1.95E-05,-2.75E-16
-0.204124768,-4.79E-12,1.71E-05,-8.60E-16
-0.09536941,-2.18E-11,-9.05E-05,9.84E-17
-0.537160404,-2.78E-11,-8.84E-05,1.86E-15
-3.68874539,-1.02E-12,-1.03E-04,8.79E-15
-9.353995336,1.81E-10,0.000148634,1.71E-14
-25.04900928,1.16E-09,0.000803785,2.50E-14
-39.85418506,3.14E-09,0.001731124,-2.44E-14
